Оценка выполненной работы руководителем,Факт выполнения плана (%),Количество часов работы,Число продаж страхований авто,Число продаж страхований имущества,Число дней больничного,Число дней отпуска,Возраст,Стаж работы (лет),Уровень образования,Пол,Отдел,Зарплата,Премия
4.3,65,199,2,19,18,19,48,2,Bachelor,Male,Finance,36565,10000.0
5.4,52,184,25,25,11,11,22,27,PhD,Male,HR,109735,55900.0
9.5,98,178,29,3,7,27,50,31,PhD,Male,Finance,42260,40900.0
1.5,100,138,47,19,12,9,47,23,High School,Male,HR,41855,75500.0
2.3,33,165,32,26,0,6,50,28,Bachelor,Female,Sales,66715,79500.0
6.0,26,211,41,27,17,24,48,3,High School,Female,Finance,67768,43300.0
4.4,26,117,4,28,16,4,62,11,Bachelor,Male,Marketing,31818,26600.0
2.9,78,143,33,20,9,26,30,22,PhD,Male,IT,44840,48200.0
2.5,20,192,50,18,3,22,21,20,PhD,Male,HR,50858,60000.0
7.9,20,174,30,7,8,11,37,14,Bachelor,Female,HR,116201,35300.0
7.1,85,157,13,17,15,26,61,8,PhD,Female,Marketing,78971,22200.0
1.3,18,110,37,15,14,26,56,37,Master,Male,IT,38152,13500.0
5.8,34,155,44,0,10,13,30,24,Bachelor,Male,Marketing,33628,32800.0
3.9,36,96,44,7,10,15,38,1,Bachelor,Male,Marketing,38679,38100.0
2.6,54,152,38,28,15,13,56,0,Bachelor,Female,Sales,46145,58400.0
8.0,98,120,18,9,5,24,29,36,Master,Female,HR,68004,42900.0
6.9,85,113,44,25,13,11,63,29,Master,Female,Finance,51311,83800.0
1.2,6,130,1,13,7,3,64,39,Master,Female,IT,43208,10000.0
7.8,99,154,31,19,20,2,54,40,Master,Male,IT,38546,62800.0
1.7,25,248,7,8,10,27,46,37,Bachelor,Female,Marketing,57199,10000.0
4.9,83,128,17,1,12,1,28,28,High School,Female,IT,98601,28200.0
7.5,95,271,3,9,2,15,26,37,Master,Male,Sales,104695,41000.0
7.5,71,108,27,21,15,6,64,33,PhD,Female,Sales,109522,58800.0
4.9,7,102,13,12,9,4,65,7,Master,Female,Marketing,115933,20900.0
9.8,11,81,13,5,7,9,35,38,High School,Male,Sales,52620,20400.0
5.1,78,91,10,0,5,28,44,37,Master,Male,Marketing,114912,10000.0
7.2,64,157,1,1,16,13,58,36,Bachelor,Female,IT,55042,10000.0
8.2,77,265,1,25,17,6,51,39,PhD,Male,IT,32521,38000.0
9.4,42,148,22,27,15,28,33,32,Bachelor,Male,Finance,48159,35900.0
5.1,53,234,30,28,17,28,53,20,High School,Female,HR,115803,36100.0
2.3,48,288,50,19,17,12,38,10,PhD,Female,Sales,74684,51500.0
8.1,92,243,3,6,0,20,20,16,Master,Female,HR,77464,35800.0
2.4,87,235,23,18,18,6,57,24,High School,Female,HR,42802,38900.0
4.4,47,112,24,21,7,25,21,29,Master,Female,Finance,54734,39400.0
9.7,28,119,28,27,14,3,42,23,Bachelor,Male,IT,77134,65300.0
3.3,26,156,31,20,4,24,27,25,Bachelor,Female,Sales,107076,43400.0
7.9,92,90,42,16,20,11,41,40,High School,Male,Finance,69078,58400.0
2.1,18,144,23,30,12,21,62,40,High School,Male,Marketing,95158,32600.0
2.5,2,255,42,16,16,7,30,6,Master,Male,HR,60380,32600.0
4.0,57,147,23,8,8,23,40,21,High School,Female,Marketing,56065,21100.0
8.2,79,233,25,5,4,22,38,18,Bachelor,Male,Sales,114134,42600.0
3.9,72,139,26,19,19,18,57,3,High School,Female,Sales,64087,27900.0
2.7,21,114,25,12,5,21,41,7,High School,Male,Finance,108586,23700.0
8.4,13,268,15,14,15,7,53,20,Bachelor,Male,HR,68418,19700.0
4.1,97,284,36,30,15,19,41,2,Master,Male,HR,73255,69300.0
9.5,12,150,1,1,2,8,32,19,Bachelor,Female,Marketing,72295,13100.0
9.1,46,144,47,30,11,14,63,35,PhD,Female,IT,76040,88000.0
2.1,66,243,20,29,5,27,34,30,Bachelor,Female,Marketing,77383,50500.0
6.6,7,249,46,27,9,4,48,0,High School,Female,Marketing,37160,79800.0
9.6,40,83,13,8,19,16,58,9,Master,Female,Sales,51247,10000.0
8.7,74,149,7,19,1,8,51,26,Master,Male,IT,87979,65100.0
6.4,42,166,8,19,8,25,42,10,PhD,Female,Finance,109250,20900.0
4.6,48,251,11,19,0,6,52,29,Master,Male,Marketing,41079,57100.0
7.5,94,121,15,25,7,21,25,25,Master,Female,HR,107514,60700.0
7.6,57,201,10,26,1,2,25,21,Master,Female,HR,79669,77300.0
5.4,33,242,22,18,3,5,62,34,PhD,Female,Sales,81724,58700.0
7.5,46,284,38,24,13,28,33,39,PhD,Male,HR,35796,48800.0
3.2,16,136,1,19,18,2,33,19,Master,Female,Finance,96660,10000.0
1.8,53,262,38,12,7,15,45,36,High School,Male,IT,59460,46500.0
8.8,41,83,21,6,5,5,33,22,Master,Male,Sales,60116,44900.0
2.9,38,113,48,28,18,2,31,24,High School,Male,Marketing,97763,69200.0
4.9,44,222,37,25,6,16,64,39,High School,Male,HR,74345,69500.0
4.5,78,181,31,13,4,24,60,33,High School,Female,Sales,115286,50900.0
8.0,56,209,47,4,8,7,49,39,Bachelor,Male,IT,37381,62800.0
8.4,82,150,40,2,20,5,56,21,High School,Female,IT,119979,39400.0
2.2,95,245,30,26,7,28,21,22,Bachelor,Female,Marketing,109342,59900.0
3.4,60,270,46,13,16,7,30,4,High School,Female,Sales,61135,51300.0
6.5,16,154,38,24,13,3,44,39,Bachelor,Male,HR,64116,62800.0
4.0,89,211,44,19,4,18,23,5,PhD,Male,IT,102618,81200.0
2.3,70,155,18,27,12,2,43,36,Master,Male,HR,52664,58100.0
6.2,45,95,6,3,3,16,38,36,PhD,Female,Marketing,87264,14400.0
6.0,67,233,16,29,4,12,25,32,Master,Female,IT,37007,71600.0
2.1,0,161,14,21,9,13,52,0,PhD,Female,Marketing,68808,18700.0
1.8,88,245,32,25,6,13,51,15,Master,Male,Sales,80579,74500.0
5.1,76,298,8,4,4,16,22,30,Bachelor,Female,Marketing,41379,23000.0
4.2,49,219,25,23,14,12,50,0,PhD,Female,HR,37647,42600.0
4.2,61,129,15,18,10,10,53,8,PhD,Female,Marketing,86430,38700.0
9.7,25,88,35,25,8,3,39,11,PhD,Male,Marketing,87837,80400.0
9.2,80,104,35,29,9,13,58,40,Master,Female,IT,82812,89900.0
7.7,16,227,19,5,14,0,40,17,Master,Female,Marketing,108775,18700.0
8.4,32,267,25,12,12,4,50,1,High School,Male,Sales,38848,41400.0
6.4,98,153,13,18,11,5,60,14,PhD,Female,Sales,58636,55200.0
2.6,83,167,5,8,12,6,53,2,PhD,Female,IT,40274,17100.0
4.8,13,115,42,7,13,7,62,18,PhD,Male,Finance,45635,33000.0
7.4,16,164,16,30,15,18,41,36,Master,Female,HR,38986,32600.0
6.9,77,285,32,9,14,16,60,11,Bachelor,Female,Sales,68236,38400.0
7.0,6,173,34,13,2,9,42,20,High School,Female,Sales,91497,56300.0
4.3,96,291,1,24,0,18,50,1,Master,Male,Sales,57608,56400.0
3.3,89,300,24,12,6,6,55,32,Master,Female,Marketing,107215,57300.0
1.4,61,217,5,18,7,18,35,9,PhD,Female,Finance,99542,21100.0
1.6,17,185,43,24,18,21,59,19,Bachelor,Male,Marketing,105434,30300.0
6.9,72,109,15,16,10,2,57,39,High School,Female,IT,56682,52400.0
1.5,46,224,2,0,11,0,55,31,Master,Female,Finance,98146,10000.0
9.7,42,185,16,27,19,10,52,30,PhD,Male,Marketing,45093,40500.0
3.1,37,126,10,20,0,6,38,31,Master,Female,Sales,87132,51300.0
1.6,1,119,38,21,1,13,36,32,Bachelor,Female,IT,32429,58000.0
4.1,37,283,6,25,8,24,45,33,Master,Female,IT,54424,22800.0
3.9,7,206,16,6,0,10,61,24,Bachelor,Male,Finance,100752,24900.0
7.4,8,249,9,24,20,23,62,29,High School,Male,IT,113848,10000.0
2.4,59,228,35,9,19,7,28,28,High School,Female,Marketing,48877,26000.0
9.2,53,274,6,22,3,2,63,34,Master,Male,HR,97343,65300.0
4.6,10,133,0,19,12,28,56,7,Master,Male,IT,110047,10000.0
4.3,75,205,14,3,3,18,54,33,PhD,Female,Sales,40997,25600.0
8.8,18,212,25,0,0,28,29,24,PhD,Female,Finance,76037,20000.0
5.4,49,193,16,17,2,21,34,11,Bachelor,Male,IT,90397,42000.0
4.2,86,293,5,26,9,21,27,15,Bachelor,Male,IT,92478,39200.0
3.0,30,179,38,4,11,13,53,15,PhD,Male,Sales,74886,24000.0
3.8,11,152,0,15,1,19,37,35,High School,Female,Finance,77504,12400.0
4.8,76,262,10,21,0,26,50,40,Master,Female,IT,40008,47900.0
2.3,26,268,0,26,15,10,33,29,High School,Male,HR,113867,11400.0
2.0,83,158,39,2,17,24,42,3,PhD,Female,HR,91370,12900.0
1.3,9,227,37,17,14,12,38,31,High School,Male,IT,93905,27800.0
9.1,27,115,40,8,8,12,56,7,High School,Male,HR,58936,50300.0
2.8,7,126,7,9,8,11,45,19,Master,Female,IT,76816,10000.0
9.0,80,232,5,24,13,15,60,26,Bachelor,Male,HR,88823,42000.0
3.9,23,189,5,24,6,5,34,29,Bachelor,Male,Finance,69283,38700.0
6.3,2,286,27,7,0,3,25,16,PhD,Female,HR,65619,47700.0
9.5,3,116,3,13,8,15,26,23,Master,Male,Sales,35056,11400.0
6.7,28,125,41,18,17,28,20,2,Master,Male,IT,72581,27800.0
7.5,77,289,47,14,16,20,58,30,Bachelor,Male,Finance,47151,54100.0
2.2,21,244,8,25,19,12,30,19,Bachelor,Male,Sales,43205,10000.0
5.9,76,243,36,29,0,19,48,15,PhD,Male,Finance,112371,95100.0
1.4,50,280,9,24,4,17,50,40,Master,Male,IT,91847,37800.0
8.6,5,222,0,10,1,19,64,35,PhD,Male,Finance,59936,12700.0
4.6,40,274,0,3,6,28,23,34,Bachelor,Female,Finance,95460,10000.0
5.5,92,147,31,14,17,6,33,11,Master,Female,HR,71831,50600.0
4.2,82,258,38,21,12,8,35,22,High School,Female,Sales,42017,70500.0
4.9,75,195,15,6,8,15,52,6,Bachelor,Female,HR,109929,25300.0
3.8,52,239,35,9,7,6,39,39,Master,Male,Finance,39214,51700.0
3.2,24,80,5,23,3,17,52,21,High School,Female,Finance,88689,30100.0
6.4,14,190,39,28,14,8,35,20,Master,Male,IT,83834,62000.0
7.9,86,162,36,12,9,11,44,37,Bachelor,Female,HR,38494,66600.0
7.9,11,96,6,25,17,26,30,38,PhD,Male,Marketing,49489,10000.0
1.0,59,130,6,15,8,14,31,39,Master,Male,Finance,80390,18200.0
9.8,57,292,31,21,11,15,24,26,PhD,Male,HR,101633,62200.0
4.1,46,297,27,27,10,26,34,14,Bachelor,Female,Marketing,45653,43500.0
4.5,89,124,4,11,1,4,43,4,PhD,Female,HR,66289,50200.0
2.8,26,151,3,21,20,16,30,26,High School,Female,IT,51277,10000.0
8.5,89,179,22,11,12,26,53,1,Master,Male,Sales,78535,32200.0
1.6,16,214,0,7,18,1,29,9,Master,Female,IT,103351,10000.0
2.8,13,273,19,24,19,1,65,26,PhD,Female,Marketing,77706,25500.0
7.7,77,127,7,26,11,10,32,4,PhD,Male,Finance,117135,52500.0
2.8,21,124,47,29,12,6,20,30,Master,Female,Marketing,50566,72400.0
6.8,24,201,17,2,1,13,51,14,Master,Male,Sales,85288,25800.0
9.9,66,199,23,19,19,11,54,7,Master,Female,Finance,55211,42100.0
6.8,57,124,20,27,14,16,31,18,PhD,Female,HR,108629,47200.0
7.7,60,207,39,20,5,16,60,39,Master,Female,Sales,49715,76400.0
3.0,74,264,9,0,16,27,44,24,Master,Male,IT,92730,10000.0
2.2,73,114,40,21,13,0,42,19,Master,Female,Finance,59199,71800.0
1.9,23,271,23,12,5,2,62,37,High School,Female,Marketing,85095,39700.0
1.2,60,206,27,26,10,26,57,3,High School,Female,HR,30543,40400.0
2.1,16,86,11,9,12,14,43,19,Master,Female,HR,112483,10000.0
4.9,88,164,39,27,17,9,54,28,Bachelor,Female,Finance,38773,72700.0
3.9,43,258,47,3,10,7,52,36,High School,Female,IT,110099,45200.0
3.6,22,260,50,6,14,15,42,1,High School,Male,Sales,66042,29800.0
1.3,37,109,8,8,11,11,42,8,Bachelor,Female,IT,114857,10000.0
4.8,97,289,50,26,16,10,63,15,Bachelor,Male,Finance,50510,85700.0
7.2,20,297,3,18,3,14,46,0,Bachelor,Female,HR,67775,30400.0
4.2,10,179,37,5,10,17,64,38,Master,Male,Finance,80555,18900.0
3.6,39,176,27,17,5,16,30,9,Master,Female,Marketing,99354,45400.0
8.0,9,181,0,5,7,28,25,28,PhD,Female,IT,79170,10000.0
8.9,90,193,22,28,18,23,21,21,High School,Female,IT,113854,49800.0
7.6,90,257,22,26,14,17,53,10,High School,Male,HR,65193,58200.0
4.9,41,148,25,15,10,25,45,24,Bachelor,Male,Marketing,115059,24600.0
9.8,90,245,19,29,9,25,65,36,PhD,Female,HR,78350,66100.0
1.4,50,205,17,20,16,23,33,17,Master,Female,Marketing,56625,10000.0
3.2,48,121,7,19,6,12,55,21,PhD,Female,Finance,53949,32300.0
4.5,63,81,38,13,15,26,54,9,High School,Female,Sales,43766,29400.0
7.3,32,139,43,3,6,11,34,35,Master,Female,IT,90378,48700.0
6.7,48,249,41,2,13,13,37,11,Bachelor,Female,Marketing,100363,32800.0
7.0,77,237,27,7,16,20,54,26,PhD,Female,HR,76512,22600.0
1.9,1,128,39,13,12,18,59,17,Master,Male,Sales,111142,20600.0
2.6,98,147,31,28,20,24,52,35,Master,Female,Finance,68418,43600.0
6.5,100,213,36,25,20,15,63,0,High School,Female,Finance,87577,61500.0
5.6,33,98,2,30,11,5,60,9,Master,Female,Finance,79634,41100.0
7.3,84,296,46,16,15,2,57,30,High School,Female,HR,101574,77800.0
4.3,97,126,17,25,20,13,29,10,PhD,Male,IT,69857,39200.0
7.2,40,241,10,21,12,19,51,24,Bachelor,Male,HR,50688,24900.0
2.8,18,176,38,5,14,5,53,23,Bachelor,Female,HR,113306,23500.0
2.9,92,213,40,2,6,17,44,25,PhD,Female,HR,48717,47400.0
1.2,25,115,39,0,12,10,59,34,Bachelor,Male,Finance,78993,14900.0
9.6,33,158,26,7,5,0,64,16,High School,Male,Marketing,77515,55600.0
2.4,42,242,35,13,18,25,27,30,Bachelor,Female,IT,72261,10900.0
8.1,52,165,45,24,7,28,65,15,Master,Female,HR,110687,70800.0
4.7,38,205,11,26,17,20,41,10,PhD,Male,Finance,61371,16800.0
8.9,4,279,48,0,9,20,30,7,Master,Male,IT,50883,29000.0
5.7,70,243,35,1,1,2,23,36,Bachelor,Male,HR,53426,64900.0
3.3,6,209,32,9,13,12,63,24,Bachelor,Female,Marketing,76089,15900.0
4.8,11,300,5,24,9,17,59,3,High School,Female,Marketing,73605,18900.0
7.6,79,258,45,18,10,17,48,24,High School,Female,Sales,81904,73900.0
6.2,7,93,19,23,2,11,44,16,High School,Male,Sales,79560,53000.0
5.5,62,150,24,17,19,0,35,25,Bachelor,Male,IT,73642,41100.0
3.0,33,85,10,11,9,6,36,39,Master,Female,Finance,60615,18400.0
6.7,20,184,14,15,20,10,29,32,Bachelor,Female,Marketing,107305,10000.0
3.6,27,238,9,27,17,26,40,39,Bachelor,Male,IT,76417,10000.0
1.3,6,132,21,11,14,11,43,20,Master,Female,HR,34062,10000.0
4.8,1,120,25,19,11,11,53,21,High School,Female,Marketing,57188,30400.0
4.2,78,184,5,25,5,11,57,7,Master,Male,HR,70870,53300.0
7.3,4,119,43,21,0,9,57,22,High School,Male,Finance,49884,81300.0
6.5,82,245,45,2,8,4,50,31,High School,Female,Finance,101235,65600.0
8.6,91,101,11,18,5,6,53,17,High School,Female,IT,102617,66500.0
1.9,53,286,28,11,11,24,51,28,Master,Male,Marketing,46446,18200.0
7.2,40,295,29,25,0,19,42,8,Bachelor,Female,Finance,87485,73900.0
7.7,3,272,13,10,12,21,47,14,PhD,Male,Finance,55350,10000.0
4.0,2,259,18,28,16,23,56,23,Master,Male,Sales,108850,13600.0
7.6,77,265,33,17,1,25,51,33,High School,Male,HR,36372,69800.0
6.7,32,285,2,13,10,12,59,13,PhD,Female,HR,40998,12500.0
5.5,79,136,29,25,4,15,38,14,Bachelor,Male,HR,116577,78200.0
8.7,20,130,3,3,4,14,36,15,PhD,Male,HR,92878,10000.0
2.2,80,284,46,25,7,2,45,2,Master,Male,HR,87007,95900.0
6.9,88,119,2,2,14,19,32,29,High School,Female,HR,60043,10000.0
4.2,86,269,39,12,18,16,54,26,Master,Male,Finance,92090,39200.0
3.4,17,288,1,29,7,12,31,37,Bachelor,Female,Sales,101889,30400.0
9.8,89,300,25,4,6,14,60,21,Bachelor,Female,IT,116525,51300.0
5.3,46,257,32,22,6,23,50,22,High School,Female,Sales,117226,54400.0
2.8,64,183,21,27,10,18,53,0,Master,Male,IT,57868,48300.0
2.4,8,106,46,18,20,7,49,18,High School,Male,IT,101606,33200.0
9.9,60,223,46,7,11,8,41,8,Master,Male,HR,80050,64300.0
7.7,55,198,16,7,3,16,41,24,Bachelor,Female,Finance,75928,36400.0
9.9,93,209,20,16,3,3,33,13,Master,Female,IT,44606,82700.0
5.1,67,143,25,30,12,16,51,5,Master,Male,Sales,32856,60300.0
3.6,54,293,4,3,5,7,47,25,High School,Male,Finance,57740,14900.0
8.9,7,220,27,10,19,24,41,38,Master,Female,IT,94513,10000.0
6.5,28,280,5,11,12,25,55,29,Bachelor,Female,Sales,79123,10000.0
3.7,26,216,23,15,9,20,36,12,High School,Male,Finance,42433,22700.0
5.4,91,278,28,24,4,16,36,1,PhD,Female,Marketing,73876,78100.0
1.6,74,208,10,26,5,22,63,2,Master,Male,HR,89742,42400.0
1.5,72,120,28,8,5,26,36,29,Bachelor,Female,Marketing,101156,28600.0
2.7,88,274,49,9,2,27,53,9,PhD,Female,Marketing,57797,63300.0
1.0,31,149,34,29,12,10,49,22,Bachelor,Male,IT,99650,54800.0
6.5,56,171,38,0,20,11,56,32,PhD,Male,Sales,77155,16800.0
7.3,1,258,50,17,6,11,47,5,Master,Female,Sales,87003,67400.0
1.4,2,192,1,18,0,12,48,9,PhD,Female,Marketing,73366,19400.0
5.9,24,127,38,27,8,20,36,19,Bachelor,Male,IT,31156,61500.0
7.1,32,263,5,4,8,2,46,15,PhD,Female,IT,34378,16800.0
5.7,49,118,43,6,20,3,30,31,Bachelor,Male,Marketing,42044,35100.0
2.3,82,194,11,30,2,6,50,18,Bachelor,Male,Marketing,96707,75200.0
2.7,30,253,2,24,16,23,60,36,PhD,Male,Finance,50939,10000.0
9.2,91,250,39,18,14,27,55,18,PhD,Male,HR,64721,56700.0
8.9,32,216,45,1,13,25,62,22,PhD,Male,Sales,30722,22900.0
4.8,26,204,31,17,18,3,65,36,PhD,Male,IT,61796,34900.0
9.6,34,156,3,22,20,15,29,23,Bachelor,Female,Sales,95682,10400.0
6.0,52,229,38,16,10,16,29,13,PhD,Female,IT,69993,53600.0
1.1,79,274,23,13,11,3,38,11,PhD,Male,IT,30775,43400.0
1.9,70,237,0,16,0,4,64,5,Bachelor,Female,IT,107853,44800.0
4.3,96,181,48,5,17,28,49,7,High School,Male,Finance,63788,30900.0
9.4,40,111,42,25,17,3,65,26,PhD,Male,IT,117410,73300.0
4.2,33,231,9,8,19,8,54,38,PhD,Male,Finance,45313,10000.0
7.0,86,170,17,28,9,0,52,22,Bachelor,Female,Finance,83506,80800.0
7.4,10,190,40,28,0,11,58,8,Bachelor,Female,Marketing,40499,88800.0
2.7,67,199,33,29,8,7,38,6,High School,Male,Finance,66947,79000.0
8.1,47,207,4,7,2,17,22,4,Master,Female,IT,67588,23800.0
5.0,16,178,6,13,1,7,32,6,Bachelor,Female,Marketing,104920,31300.0
5.4,3,200,2,26,1,13,49,38,High School,Female,Finance,95061,37700.0
2.0,0,189,26,9,4,22,49,22,Bachelor,Male,IT,61446,13500.0
2.2,12,201,28,7,14,28,20,1,High School,Female,Marketing,86108,10000.0
2.7,64,98,3,6,5,13,57,21,PhD,Male,Finance,102785,13600.0
9.2,76,212,40,13,19,4,32,18,PhD,Female,Sales,53665,58700.0
9.3,54,299,35,17,5,21,20,7,PhD,Female,Marketing,47699,64300.0
6.5,16,262,5,25,19,4,29,32,Bachelor,Female,Marketing,57768,18300.0
4.7,75,225,43,19,4,10,65,24,Bachelor,Female,Marketing,77926,85400.0
2.3,90,167,45,5,0,11,46,22,Master,Female,HR,68099,73100.0
6.4,100,113,10,22,13,9,54,29,High School,Female,IT,64166,50800.0
8.5,92,205,46,0,6,4,40,1,Bachelor,Female,Marketing,103909,74600.0
3.3,15,164,18,5,7,27,36,32,Bachelor,Male,Marketing,37012,10000.0
3.4,72,138,9,15,7,3,26,7,High School,Female,Finance,76910,42900.0
1.6,16,194,30,17,11,10,25,32,PhD,Female,IT,113873,31500.0
9.1,56,132,11,7,13,9,54,33,High School,Male,HR,97250,21500.0
7.3,59,106,30,7,0,6,33,22,PhD,Female,IT,82031,66800.0
2.1,99,270,45,6,18,10,49,6,Master,Female,Finance,62211,41900.0
9.4,68,139,9,12,1,21,28,32,Bachelor,Male,HR,65858,43200.0
9.1,93,106,5,27,18,13,50,25,Master,Female,Finance,102282,42600.0
3.6,93,96,24,11,5,19,30,8,Bachelor,Male,Finance,111970,46600.0
3.8,41,281,49,7,7,3,63,12,Master,Male,HR,69136,62400.0
5.7,65,169,0,12,5,18,20,25,Master,Female,Sales,55161,20900.0
5.8,4,142,30,25,19,19,47,14,PhD,Male,Finance,110225,23300.0
5.6,30,166,29,29,5,0,28,4,High School,Male,Marketing,39366,82700.0
1.3,42,179,17,8,15,6,65,22,High School,Male,IT,95608,10000.0
4.0,88,159,0,17,8,0,57,8,Bachelor,Male,Sales,33159,43900.0
3.3,7,94,7,7,18,4,44,37,Bachelor,Female,Finance,108062,10000.0
3.6,49,93,19,3,12,2,62,8,Master,Female,HR,117842,19400.0
1.9,69,300,22,6,4,5,33,36,PhD,Female,IT,91583,42500.0
5.5,39,127,42,10,11,15,20,25,High School,Male,IT,73127,42700.0
7.0,26,141,10,17,6,20,20,35,High School,Male,HR,75030,25300.0
2.4,92,158,27,0,20,18,21,15,Bachelor,Male,Sales,51324,10000.0
8.1,42,214,15,13,2,21,34,16,Bachelor,Female,Marketing,92445,38300.0
6.2,4,266,23,13,17,12,34,1,Master,Male,Sales,42922,10100.0
8.7,28,203,2,6,15,9,25,39,High School,Female,HR,104781,10000.0
4.2,81,289,22,28,1,14,57,8,PhD,Male,IT,60731,80700.0
6.8,60,277,38,19,7,10,24,14,High School,Female,Marketing,108114,74100.0
3.8,50,123,14,3,14,3,48,26,PhD,Female,HR,97817,10100.0
1.6,72,217,7,18,7,15,21,19,Bachelor,Female,Finance,47261,29800.0
3.9,76,92,32,27,15,17,32,6,PhD,Male,Marketing,41425,56100.0
8.7,0,236,38,4,13,12,62,22,PhD,Male,Finance,88175,23400.0
5.1,54,181,9,14,18,28,41,34,Master,Male,Finance,102462,10000.0
2.6,12,269,43,28,6,10,28,27,Master,Female,IT,63370,71800.0
9.6,95,123,9,23,17,26,61,27,Bachelor,Female,Marketing,63713,31200.0
1.2,74,272,36,26,6,27,60,13,High School,Male,Marketing,41799,60600.0
9.3,47,268,28,6,3,27,46,20,Master,Male,Finance,89935,36700.0
4.5,85,263,8,6,19,25,32,25,High School,Male,HR,118656,10000.0
1.4,0,277,50,20,17,2,24,22,PhD,Male,Finance,76441,46800.0
7.5,72,96,40,14,10,23,28,26,Bachelor,Male,HR,59922,54600.0
4.9,73,284,31,30,19,21,52,23,High School,Male,Finance,71955,48700.0
7.6,80,205,11,20,20,21,35,27,Master,Male,IT,71167,19200.0
2.5,9,81,18,16,7,2,38,35,PhD,Female,IT,115037,33700.0
6.9,90,212,31,13,13,7,31,20,High School,Male,Sales,39280,58300.0
3.3,51,287,46,0,10,14,30,22,PhD,Male,HR,83019,33900.0
9.2,73,182,32,7,12,25,63,3,Bachelor,Male,IT,99253,33800.0
6.2,39,151,25,14,13,12,52,10,Bachelor,Female,IT,90754,32100.0
7.3,66,281,44,28,3,17,64,20,Bachelor,Female,HR,108031,97400.0
4.5,25,149,3,24,4,19,23,16,Bachelor,Male,Finance,75741,28500.0
1.3,83,191,23,14,6,22,51,14,Bachelor,Female,Sales,83671,37500.0
8.6,49,270,6,4,3,20,32,1,High School,Female,IT,33232,17900.0
7.4,94,116,11,1,20,23,29,2,Bachelor,Female,Finance,118910,10000.0
3.7,99,228,32,12,20,4,65,23,High School,Female,HR,85541,43100.0
6.4,38,115,44,1,20,14,40,21,Bachelor,Female,IT,45464,15700.0
4.5,34,259,16,18,7,25,29,15,Bachelor,Male,Marketing,54837,23200.0
5.2,88,120,42,28,16,18,38,18,Bachelor,Male,Marketing,104657,70800.0
2.9,33,279,41,14,7,13,47,40,PhD,Female,Sales,56801,50700.0
2.1,92,216,35,23,1,9,53,18,Bachelor,Female,Finance,99703,90300.0
6.1,17,122,42,29,1,20,36,8,Master,Female,HR,119901,80800.0
6.7,16,280,36,21,14,14,44,39,High School,Female,HR,62491,43700.0
9.5,23,187,30,17,19,6,64,17,Master,Female,HR,110100,37400.0
7.1,10,240,14,17,15,2,57,16,Bachelor,Female,Sales,64334,24700.0
4.0,44,161,14,17,6,5,35,9,Bachelor,Male,Sales,114712,43700.0
2.9,29,98,44,12,7,27,59,11,PhD,Female,Marketing,39661,35500.0
8.1,7,100,35,25,19,22,37,17,Bachelor,Male,IT,87385,30800.0
6.1,8,118,43,11,12,25,21,0,PhD,Female,Finance,31431,25100.0
4.6,7,170,24,26,9,0,47,0,High School,Male,HR,77177,56300.0
8.6,19,169,8,8,20,16,48,26,High School,Female,HR,32334,10000.0
2.2,32,178,45,30,12,14,20,25,PhD,Female,Finance,81534,66000.0
9.1,1,141,5,27,9,13,29,18,PhD,Male,Marketing,61542,33000.0
5.2,13,293,32,14,17,6,27,20,High School,Female,Finance,99670,27300.0
7.9,100,274,30,28,3,11,53,8,High School,Male,Marketing,40495,100800.0
5.9,11,249,17,21,4,12,21,28,High School,Female,Finance,82750,43600.0
7.3,11,117,34,7,4,22,42,30,Bachelor,Male,Marketing,113592,32400.0
2.2,44,214,29,24,12,25,25,0,Bachelor,Male,IT,36626,33600.0
1.3,60,191,3,5,1,7,40,10,Master,Male,Sales,63696,22100.0
3.4,53,112,39,14,1,10,44,15,High School,Male,IT,40367,70700.0
5.4,3,285,21,9,2,8,50,27,Bachelor,Female,HR,93039,34200.0
8.4,17,122,20,11,1,14,32,22,PhD,Female,Sales,94684,42400.0
9.3,26,231,5,11,8,25,38,31,PhD,Female,Finance,74944,10000.0
6.9,22,287,42,7,0,12,46,39,Master,Male,HR,106487,60900.0
8.0,61,135,13,7,19,10,23,14,High School,Female,Sales,45596,10000.0
6.8,3,212,32,2,4,7,38,0,Master,Male,Marketing,94267,34500.0
5.6,5,165,50,17,17,21,61,9,High School,Male,HR,100826,33200.0
7.5,11,253,20,23,2,10,44,11,Master,Male,HR,32845,58800.0
6.2,15,188,31,16,2,19,62,6,Master,Female,IT,83591,48900.0
9.6,46,272,34,5,0,12,32,11,PhD,Male,IT,101406,62500.0
4.7,61,164,36,30,8,0,53,28,Bachelor,Female,Marketing,77250,92700.0
2.5,15,229,47,23,13,4,34,32,Master,Female,Finance,95795,61000.0
3.1,45,202,28,6,14,11,54,31,PhD,Female,Finance,114126,17700.0
9.9,77,270,41,29,9,6,54,12,Bachelor,Male,HR,54744,103400.0
2.8,11,134,30,25,14,12,25,21,Master,Female,Marketing,62076,36400.0
7.2,74,289,22,19,2,19,63,35,High School,Female,Sales,59822,64100.0
8.5,70,152,29,9,0,20,55,14,High School,Male,Finance,40757,60500.0
1.0,36,241,31,30,13,26,31,35,Bachelor,Female,Finance,115746,36800.0
